queried_sp_name,sp_name,itis,itis_reason,itis_tsn,gnr_score,gnr_source
Cotula pyrethrifolia,Cotula pyrethrifolia,NA,NA,NA,0.988,uBio NameBank
Donatia novae-zelandiae,Donatia novae-zelandiae,NA,NA,NA,0.988,NCBI
Hypochaeris radicata,Hypochaeris radicata,accepted,NA,37794,0.988,NCBI
Raoulia grandiflora,Raoulia grandiflora,NA,NA,NA,0.988,NCBI
Viola cunninghamii,Viola cunninghamii,NA,NA,NA,0.988,NCBI
Galium perpusillum,Galium perpusillum,NA,NA,NA,0.988,NCBI
Hieracium pilosella,Hieracium pilosella,accepted,NA,37720,0.988,EOL
Ranunculus enysii,Ranunculus enysii,NA,NA,NA,0.988,NCBI
Celmisia lyalii,Celmisia lyalii,NA,NA,NA,NA,NA
Celmisia lyalii,Celmisia lyallii,NA,NA,NA,0.75,Catalogue of Life
Celmisia sessiliflora,Celmisia sessiliflora,NA,NA,NA,0.988,uBio NameBank
Euphrasia zelandica,Euphrasia zelandica,NA,NA,NA,0.988,uBio NameBank
Ourisia caespitosa,Ourisia caespitosa,NA,NA,NA,0.988,NCBI
Anisotome flexuosus,Anisotome flexuosus,NA,NA,NA,NA,NA
Anisotome flexuosus,Anisotome flexuosa,NA,NA,NA,0.75,Catalogue of Life
Gentiana montana,Gentiana montana,NA,NA,NA,0.988,uBio NameBank
Pratia macrodon,Pratia macrodon,NA,NA,NA,0.988,EOL
Ludwigia nervosa,Ludwigia nervosa,NA,NA,NA,0.988,NCBI
Hyptis dilatata,Hyptis dilatata,NA,NA,NA,0.988,uBio NameBank
Besmoscelis villosa,Besmoscelis villosa,NA,NA,NA,NA,NA
Besmoscelis villosa,Desmoscelis villosa,NA,NA,NA,0.75,Catalogue of Life
Cuphea o'donellii,Cuphea o'donellii,NA,NA,NA,NA,NA
Cuphea o'donellii,Cuphea odonellii,NA,NA,NA,0.988,Catalogue of Life
Hyptis conferta,Hyptis conferta,NA,NA,NA,0.988,NCBI
Pterolepis glomerata,Pterolepis glomerata,accepted,NA,504668,0.988,NCBI
Aeschynomene pratensis,Aeschynomene pratensis,accepted,NA,25363,0.988,NCBI
Sauvagesia rubiginosa,Sauvagesia rubiginosa,NA,NA,NA,0.988,NCBI
Synqonanthus caulescens,Synqonanthus caulescens,NA,NA,NA,NA,NA
Synqonanthus caulescens,Syngonanthus caulescens,NA,NA,NA,0.75,Catalogue of Life
Tyttnera scabra,Tyttnera scabra,NA,NA,NA,NA,NA
Xyris savanensis,Xyris savanensis,NA,NA,NA,0.988,EOL
Caperonia pallustris,Caperonia pallustris,NA,NA,NA,NA,NA
Caperonia pallustris,Caperonia palustris,accepted,NA,28243,0.75,Catalogue of Life
Croton hirtus,Croton hirtus,accepted,NA,1026798,0.988,NCBI
Desmodium barbatum,Desmodium barbatum,accepted,NA,502012,0.988,NCBI
Ludwigia decurrens,Ludwigia decurrens,accepted,NA,27343,0.988,NCBI
Melochia villosa,Melochia villosa,not accepted,synonym,516986,0.988,uBio NameBank
Melochia villosa,Melochia spicata,accepted,NA,503747,0.988,NCBI
Mimosa camporum,Mimosa camporum,NA,NA,NA,0.988,NCBI
Rhynchanthera serrulata,Rhynchanthera serrulata,NA,NA,NA,0.988,NCBI
Saggitaria quyanensis,Saggitaria quyanensis,NA,NA,NA,NA,NA
Saggitaria quyanensis,Sagittaria guyanensis,NA,NA,NA,0.75,Catalogue of Life
Shultesia brachyptera,Shultesia brachyptera,NA,NA,NA,NA,NA
Shultesia brachyptera,Schultesia brachyptera,accepted,NA,505060,0.75,Catalogue of Life
Clidemia capitellata,Clidemia capitellata,NA,NA,NA,0.988,NCBI
Diodia multiflora,Diodia multiflora,NA,NA,NA,0.988,EOL
Heliconia psittacorum,Heliconia psittacorum,accepted,NA,502930,0.988,NCBI
Miconia stephananthera,Miconia stephananthera,NA,NA,NA,0.988,CU*STAR
Xyris laxifolia,Xyris laxifolia,accepted,NA,505781,0.988,NCBI
Montricharida arborescens,Montricharida arborescens,NA,NA,NA,NA,NA
Montricharida arborescens,Montrichardia arborescens,accepted,NA,42571,0.75,Catalogue of Life
Thalia geniculata,Thalia geniculata,accepted,NA,42429,0.988,NCBI
Humiria balsamifera,Humiria balsamifera,NA,NA,NA,0.988,NCBI
Poecilandra retusa,Poecilandra retusa,NA,NA,NA,0.988,NCBI
Bonnetia sessilis,Bonnetia sessilis,NA,NA,NA,0.988,NCBI
Brocchinia acuminata,Brocchinia acuminata,NA,NA,NA,0.988,NCBI
Clusia pusilla,Clusia pusilla,NA,NA,NA,0.988,Catalogue of Life
Ilex retusa,Ilex retusa,NA,NA,NA,0.988,NCBI
Phthirusa adunca,Phthirusa adunca,NA,NA,NA,0.988,CU*STAR
Stegolepsis angustata,Stegolepsis angustata,NA,NA,NA,NA,NA
Stegolepsis angustata,Stegolepis angustata,NA,NA,NA,0.75,Catalogue of Life
Calea lucidivenia,Calea lucidivenia,NA,NA,NA,0.988,EOL
Tibouchina fraterna,Tibouchina fraterna,NA,NA,NA,0.988,Catalogue of Life
Clusia grandiflora,Clusia grandiflora,NA,NA,NA,0.988,NCBI
Cybianthus quelchii,Cybianthus quelchii,NA,NA,NA,0.988,NCBI
Digomphia laurifolia,Digomphia laurifolia,NA,NA,NA,0.988,NCBI
Vaccinium puberulum,Vaccinium puberulum,NA,NA,NA,0.988,CU*STAR
Vismia lauriformis,Vismia lauriformis,NA,NA,NA,0.988,uBio NameBank
Borreria capitata,Borreria capitata,NA,NA,NA,0.988,EOL
Heliamphora heterodoxa,Heliamphora heterodoxa,NA,NA,NA,0.988,NCBI
Macairea pachyphylla,Macairea pachyphylla,NA,NA,NA,0.988,NCBI
Marcetia taxifolia,Marcetia taxifolia,NA,NA,NA,0.988,NCBI
Siphanthera cordifolia,Siphanthera cordifolia,NA,NA,NA,0.988,NCBI
Vaccinium euryanthum,Vaccinium euryanthum,NA,NA,NA,0.988,CU*STAR
Vernonia bolivariensis,Vernonia bolivariensis,NA,NA,NA,NA,NA
Vernonia bolivariensis,Vernonia bolivarensis,NA,NA,NA,0.75,Catalogue of Life
Befaria glauca,Befaria glauca,NA,NA,NA,0.988,Union 4
Cyrilla racemiflora,Cyrilla racemiflora,accepted,NA,23449,0.988,NCBI
Declieuxia fruticosa,Declieuxia fruticosa,NA,NA,NA,0.988,NCBI
Epidendrum ibaguense,Epidendrum ibaguense,accepted,NA,502321,0.988,NCBI
Eriopsis biloba,Eriopsis biloba,NA,NA,NA,0.988,NCBI
Galactophora schomburgkiana,Galactophora schomburgkiana,NA,NA,NA,0.988,NCBI
Mandevilla benthamii,Mandevilla benthamii,NA,NA,NA,0.988,uBio NameBank
Meriana sclerophylla,Meriana sclerophylla,NA,NA,NA,NA,NA
Meriana sclerophylla,Meriania sclerophylla,NA,NA,NA,0.75,Catalogue of Life
Miconia ciliata,Miconia ciliata,NA,NA,NA,0.988,NCBI
Mikania psilotachya,Mikania psilotachya,NA,NA,NA,NA,NA
Mikania psilotachya,Mikania psilostachya,NA,NA,NA,0.75,Catalogue of Life
Pagameopsis garryoides,Pagameopsis garryoides,NA,NA,NA,0.988,EOL
Philodendron ptarianum,Philodendron ptarianum,NA,NA,NA,0.988,EOL
Remijia densiflora,Remijia densiflora,NA,NA,NA,0.988,Union 4
Sipanea galioides,Sipanea galioides,NA,NA,NA,0.988,NCBI
Ternstroemia crassifolia,Ternstroemia crassifolia,NA,NA,NA,0.988,CU*STAR
Xyris setigera,Xyris setigera,NA,NA,NA,0.988,Union 4
Catasetum discolor,Catasetum discolor,NA,NA,NA,0.988,NCBI
Epistephium duckei,Epistephium duckei,NA,NA,NA,0.988,EOL
Irlbachia nemorosa,Irlbachia nemorosa,NA,NA,NA,0.988,NCBI
Macairea parvifolia,Macairea parvifolia,NA,NA,NA,0.988,CU*STAR
Notopora schomburgkii,Notopora schomburgkii,NA,NA,NA,0.988,NCBI
Pogonia stricta,Pogonia stricta,NA,NA,NA,0.988,uBio NameBank
Sauvagesia angustifolia,Sauvagesia angustifolia,NA,NA,NA,0.988,CU*STAR
Sobralia liliastrum,Sobralia liliastrum,NA,NA,NA,0.988,EOL
Tococa nitens,Tococa nitens,NA,NA,NA,0.988,NCBI
Isopyrum biternatum,Isopyrum biternatum,not accepted,synonym,515302,0.988,NCBI
Isopyrum biternatum,Enemion biternatum,accepted,NA,18769,0.988,Freebase
Dentaria laciniata,Dentaria laciniata,not accepted,synonym,512172,0.988,EOL
Dentaria laciniata,Cardamine concatenata,accepted,NA,22787,0.988,NCBI
Erythronium albidum,Erythronium albidum,accepted,NA,42927,0.988,NCBI
Dicentra cucullaria,Dicentra cucullaria,accepted,NA,18945,0.988,NCBI
Sanguinaria canadensis,Sanguinaria canadensis,accepted,NA,18990,0.988,NCBI
Dicentra canadensis,Dicentra canadensis,accepted,NA,18943,0.988,NCBI
Salix fragilis,Salix fragilis,accepted,NA,22535,0.988,NCBI
Vaccinium myrtilloides,Vaccinium myrtilloides,accepted,NA,23604,0.988,NCBI
Ledum groenlandicum,Ledum groenlandicum,not accepted,synonym,23546,0.988,EOL
Ledum groenlandicum,Rhododendron groenlandicum,accepted,NA,520050,0.988,NCBI
Nemopanthus mucronata,Nemopanthus mucronata,NA,NA,NA,0.988,uBio NameBank
Gaylussacia baccata,Gaylussacia baccata,accepted,NA,23660,0.988,NCBI
Spiraea alba,Spiraea alba,accepted,NA,25329,0.988,NCBI
Chamaedaphne calyculata,Chamaedaphne calyculata,accepted,NA,23637,0.988,NCBI
Aronia melanocarpa,Aronia melanocarpa,accepted,NA,25127,0.988,NCBI
Kalmia polifolia,Kalmia polifolia,accepted,NA,23679,0.988,NCBI
Kalmia angustifolia,Kalmia angustifolia,accepted,NA,503278,0.988,Catalogue of Life
Calopogon pulchellus,Calopogon pulchellus,not accepted,synonym,509972,0.988,EOL
Calopogon pulchellus,Calopogon tuberosus var. tuberosus,accepted,NA,527036,NA,NA
Calopogon pulchellus,Calopogon tuberosus tuberosus,NA,NA,NA,0.999,Catalogue of Life
Smilacina trifolia,Smilacina trifolia,not accepted,synonym,43039,0.988,EOL
Smilacina trifolia,Maianthemum trifolium,accepted,NA,503657,0.988,NCBI
Andromeda glaucophylla,Andromeda glaucophylla,not accepted,synonym,23466,0.988,EOL
Andromeda glaucophylla,Andromeda polifolia var. latifolia,accepted,NA,894555,NA,NA
Andromeda glaucophylla,Andromeda polifolia latifolia,NA,NA,NA,0.999,NCBI
Tepualia stipularis,Tepualia stipularis,NA,NA,NA,0.988,Freebase
Eucryphia cordifolia,Eucryphia cordifolia,accepted,NA,896732,0.988,NCBI
Amomyrtus meli,Amomyrtus meli,NA,NA,NA,0.988,NCBI
Myrceugenia ovata var. ovata,Myrceugenia ovata var. ovata,NA,NA,NA,NA,NA
Myrceugenia ovata var. ovata,Myrceugenia ovata ovata,NA,NA,NA,0.999,NCBI
Luma apiculata,Luma apiculata,not accepted,synonym,516161,0.988,NCBI
Luma apiculata,Eugenia apiculata,accepted,NA,27226,0.988,EOL
Myrceugenia planipes,Myrceugenia planipes,NA,NA,NA,0.988,NCBI
Amomyrtus luma,Amomyrtus luma,NA,NA,NA,0.988,NCBI
Gevuina avellana,Gevuina avellana,NA,NA,NA,0.988,NCBI
Caldcluvia paniculata,Caldcluvia paniculata,NA,NA,NA,0.988,NCBI
Myrceugenia parvifolia,Myrceugenia parvifolia,NA,NA,NA,0.988,NCBI
Embothrium coccineum,Embothrium coccineum,accepted,NA,894936,0.988,NCBI
Rhaphithamnus spinosus,Rhaphithamnus spinosus,NA,NA,NA,0.988,NCBI
Berberis darwinii,Berberis darwinii,accepted,NA,506843,0.988,NCBI
Hydrangea serratifolia,Hydrangea serratifolia,NA,NA,NA,0.988,NCBI
Anagallis alternifolia,Anagallis alternifolia,NA,NA,NA,0.988,NCBI
Ovidia pillopillo,Ovidia pillopillo,NA,NA,NA,0.988,Common names of Chilean Plants
Berberis buxifolia,Berberis buxifolia,NA,NA,NA,0.988,NCBI
Gaultheria phillyreifolia,Gaultheria phillyreifolia,NA,NA,NA,0.988,NCBI
Ugni molinae,Ugni molinae,accepted,NA,834895,0.988,NCBI
Asteranthera ovata,Asteranthera ovata,accepted,NA,827313,0.988,NCBI
Gaultheria mucronata,Gaultheria mucronata,NA,NA,NA,0.988,NCBI
Luzuriaga polyphylla,Luzuriaga polyphylla,NA,NA,NA,0.988,NCBI
Luzuriaga radicans,Luzuriaga radicans,NA,NA,NA,0.988,NCBI
Mitraria coccinea,Mitraria coccinea,accepted,NA,827546,0.988,NCBI
Myrteola nummularia,Myrteola nummularia,NA,NA,NA,0.988,NCBI
Ugni candollei,Ugni candollei,NA,NA,NA,0.988,NCBI
Spilanthes urens,Spilanthes urens,accepted,NA,38441,0.988,NCBI
Stachytarpheta jamaicensis,Stachytarpheta jamaicensis,accepted,NA,32204,0.988,NCBI
Cordia globosa,Cordia globosa,not accepted,synonym,31745,0.988,EOL
Cordia globosa,Varronia bullata ssp. humilis,accepted,NA,835452,NA,NA
Cordia globosa,Varronia bullata humilis,NA,NA,NA,0.999,Catalogue of Life
Morinda royoc,Morinda royoc,accepted,NA,35072,0.988,NCBI
Piscidia piscipula,Piscidia piscipula,accepted,NA,26865,0.988,NCBI
Borreria laevis,Borreria laevis,not accepted,misapplied,509636,0.988,EOL
Borreria laevis,Spermacoce remota,accepted,NA,845959,0.988,NCBI
Cordia gerascanthus,Cordia gerascanthus,accepted,NA,31755,0.988,NCBI
Eupatorium odoratum,Eupatorium odoratum,not accepted,synonym,196245,0.988,EOL
Eupatorium odoratum,Chromolaena odorata,accepted,NA,37034,0.988,NCBI
Blechum pyramidatum,Blechum pyramidatum,not accepted,synonym,196198,0.988,EOL
Blechum pyramidatum,Ruellia blechum,accepted,NA,520601,0.988,NCBI
Bauhinia divaricata,Bauhinia divaricata,accepted,NA,26491,0.988,NCBI
Cordia sebestena,Cordia sebestena,accepted,NA,31748,0.988,NCBI
Ehretia tinifolia,Ehretia tinifolia,NA,NA,NA,0.988,NCBI
Lantana involucrata,Lantana involucrata,accepted,NA,32178,0.988,NCBI
Mikania micrantha,Mikania micrantha,accepted,NA,36046,0.988,NCBI
Urechites lutea,Urechites lutea,not accepted,orthographic variant (misspelling),30232,0.988,CU*STAR
Urechites lutea,Pentalinon luteum,accepted,NA,504237,0.988,NCBI
Waltheria indica,Waltheria indica,accepted,NA,21561,0.988,NCBI
Alternanthera ficoidea,Alternanthera ficoidea,accepted,NA,181946,0.988,NCBI
Bursera simaruba,Bursera simaruba,accepted,NA,28766,0.988,NCBI
Capraria biflora,Capraria biflora,accepted,NA,33509,0.988,NCBI
Evolvulus nummularius,Evolvulus nummularius,accepted,NA,30850,0.988,NCBI
Ipomoea acuminata,Ipomoea acuminata,not accepted,synonym,515111,0.988,EOL
Ipomoea acuminata,Ipomoea indica,accepted,NA,30775,0.988,NCBI
Melochia nodiflora,Melochia nodiflora,accepted,NA,21548,0.988,NCBI
Ascleptas curassavica,Ascleptas curassavica,NA,NA,NA,NA,NA
Ascleptas curassavica,Asclepias curassavica,accepted,NA,30258,0.75,Catalogue of Life
Bunchosia media,Bunchosia media,NA,NA,NA,0.988,uBio NameBank
Conocarpus erectus,Conocarpus erectus,accepted,NA,27766,0.988,NCBI
Cordia brownei,Cordia brownei,NA,NA,NA,0.988,uBio NameBank
Crotalaria verrucosa,Crotalaria verrucosa,accepted,NA,501811,0.988,NCBI
Guazuma ulmifolia,Guazuma ulmifolia,accepted,NA,21546,0.988,NCBI
Indigofera tinctoria,Indigofera tinctoria,accepted,NA,26750,0.988,NCBI
Merremia umbellata,Merremia umbellata,accepted,NA,30872,0.988,EOL
Thunbergia fragrans,Thunbergia fragrans,accepted,NA,34408,0.988,Catalogue of Life
Turnera ulmifolia,Turnera ulmifolia,accepted,NA,22216,0.988,NCBI
Argythamnia candicans,Argythamnia candicans,accepted,NA,184707,0.988,NCBI
Bourreria succulenta,Bourreria succulenta,accepted,NA,31732,0.988,NCBI
Broughtonia sanguinea,Broughtonia sanguinea,NA,NA,NA,0.988,NCBI
Byrsonia coriacea,Byrsonia coriacea,NA,NA,NA,NA,NA
Byrsonia coriacea,Byrsonima coriacea,not accepted,synonym,509846,0.75,Catalogue of Life
Byrsonia coriacea,Byrsonima spicata,accepted,NA,29265,NA,NA
Capparis ferruginea,Capparis ferruginea,NA,NA,NA,0.988,CU*STAR
Cissus sicycoides,Cissus sicycoides,NA,NA,NA,NA,NA
Cissus sicycoides,Cissus sicyoides,not accepted,synonym,28639,0.75,Catalogue of Life
Cissus sicycoides,Cissus verticillata,accepted,NA,501557,NA,NA
Euphorbia heterophylla,Euphorbia heterophylla,accepted,NA,28079,0.988,NCBI
Euphorbia heterophylla,Euphorbia heterophylla,not accepted,superfluous renaming (illegitimate),1030296,0.988,NCBI
Euphorbia heterophylla,Euphorbia terracina,accepted,NA,506980,0.988,NCBI
Euphorbia hyssopifolia,Euphorbia hyssopifolia,accepted,NA,28084,0.988,NCBI
Ipomoea tiliacea,Ipomoea tiliacea,not accepted,misapplied,30800,0.988,NCBI
Ipomoea tiliacea,Ipomoea tiliacea,accepted,NA,845119,0.988,NCBI
Ipomoea tiliacea,Ipomoea batatas,accepted,NA,30764,0.988,NCBI
Jacquinia arborea,Jacquinia arborea,accepted,NA,503228,0.988,NCBI
Lantana camara,Lantana camara,accepted,NA,32175,0.988,NCBI
Lippia nodiflora,Lippia nodiflora,not accepted,synonym,516038,0.988,EOL
Lippia nodiflora,Phyla nodiflora,accepted,NA,32197,0.988,NCBI
Malpighia glabra,Malpighia glabra,not accepted,misapplied,29286,0.988,NCBI
Malpighia glabra,Malpighia glabra,accepted,NA,565291,0.988,NCBI
Malpighia glabra,Malpighia emarginata,accepted,NA,29280,0.988,Catalogue of Life
Mimosa pudica,Mimosa pudica,accepted,NA,26790,0.988,NCBI
Momordica charantia,Momordica charantia,accepted,NA,22399,0.988,Catalogue of Life
Philoxerus vermicularis,Philoxerus vermicularis,not accepted,synonym,20831,0.988,NCBI
Philoxerus vermicularis,Blutaparon vermiculare,accepted,NA,181968,0.988,EOL
Physalis angulata,Physalis angulata,accepted,NA,30590,0.988,NCBI
Rhabdadenia biflora,Rhabdadenia biflora,accepted,NA,30219,0.988,NCBI
Sarcostemma clausum,Sarcostemma clausum,not accepted,synonym,30403,0.988,Freebase
Sarcostemma clausum,Funastrum clausum,accepted,NA,513716,0.988,NCBI
Solanum erianthum,Solanum erianthum,accepted,NA,30430,0.988,NCBI
Solanum havanense,Solanum havanense,accepted,NA,821664,0.988,NCBI
Solanum torvum,Solanum torvum,accepted,NA,30460,0.988,NCBI
Stylosanthes hamata,Stylosanthes hamata,accepted,NA,26976,0.988,NCBI
Vernonia cinerea,Vernonia cinerea,not accepted,synonym,38626,0.988,EOL
Vernonia cinerea,Cyanthillium cinereum,accepted,NA,565115,0.988,NCBI
Azorina vidalii,Azorina vidalii,NA,NA,NA,0.988,NCBI
Crithmum maritimum,Crithmum maritimum,NA,NA,NA,0.988,NCBI
Reseada luteola,Reseada luteola,NA,NA,NA,NA,NA
Reseada luteola,Reseda luteola,accepted,NA,504738,0.75,Catalogue of Life
Silene vulgaris,Silene vulgaris,accepted,NA,20142,0.988,Catalogue of Life
Solidago sempervirens,Solidago sempervirens,accepted,NA,36226,0.988,NCBI
Beta maritima,Beta maritima,not accepted,synonym,192291,0.988,EOL
Beta maritima,Beta vulgaris ssp. maritima,accepted,NA,192290,NA,NA
Beta maritima,Beta vulgaris maritima,NA,NA,NA,0.999,Catalogue of Life
Euphorbia obtusifolia,Euphorbia obtusifolia,not accepted,synonym,1028636,0.988,EOL
Euphorbia obtusifolia,Euphorbia obtusifolia,not accepted,superfluous renaming (illegitimate),1030552,0.988,EOL
Euphorbia obtusifolia,Euphorbia terracina,accepted,NA,506980,0.988,NCBI
Euphorbia obtusifolia,Euphorbia lamarckii,accepted,NA,1026688,0.988,NCBI
Argyranthemum frutescens,Argyranthemum frutescens,accepted,NA,184927,0.988,Catalogue of Life
Convolvulus floridus,Convolvulus floridus,NA,NA,NA,0.988,NCBI
Euphorbia canariensis,Euphorbia canariensis,accepted,NA,1026090,0.988,NCBI
Lavandula buchii,Lavandula buchii,NA,NA,NA,0.988,NCBI
Plocama pendula,Plocama pendula,NA,NA,NA,0.988,NCBI
Bituminaria bituminosa,Bituminaria bituminosa,accepted,NA,500998,0.988,NCBI
Echium aculeatum,Echium aculeatum,NA,NA,NA,0.988,NCBI
Lotus glaucus,Lotus glaucus,accepted,NA,820357,0.988,NCBI
Scandix pecten-veneris,Scandix pecten-veneris,accepted,NA,29865,0.988,NCBI
Sideritis argosphacelus,Sideritis argosphacelus,NA,NA,NA,0.988,uBio NameBank
Ceballosia fruticosa,Ceballosia fruticosa,NA,NA,NA,0.988,NCBI
Sideritis nervosa,Sideritis nervosa,NA,NA,NA,0.988,NCBI
Fagonia albiflora,Fagonia albiflora,NA,NA,NA,0.988,uBio NameBank
Dendropanax arboreus,Dendropanax arboreus,accepted,NA,29387,0.988,NCBI
Portlandia grandiflora,Portlandia grandiflora,NA,NA,NA,0.988,NCBI
Spermacoce assurgens,Spermacoce assurgens,not accepted,synonym,35244,0.988,NCBI
Spermacoce assurgens,Spermacoce remota,accepted,NA,845959,0.988,NCBI
Aechmea paniculigera,Aechmea paniculigera,NA,NA,NA,0.988,Freebase
Impatiens walleriana,Impatiens walleriana,accepted,NA,503160,0.988,NCBI
Blakea trinervia,Blakea trinervia,NA,NA,NA,0.988,NCBI
Wallenia laurifolia,Wallenia laurifolia,NA,NA,NA,0.988,uBio NameBank
Guarea swartzii,Guarea swartzii,NA,NA,NA,0.988,uBio NameBank
Psidium montanum,Psidium montanum,accepted,NA,506173,0.988,uBio NameBank
Nectandra coriacea,Nectandra coriacea,accepted,NA,18183,0.988,EOL
Tradescantia zebrina,Tradescantia zebrina,accepted,NA,505556,0.988,NCBI
Cordia martinicensis,Cordia martinicensis,NA,NA,NA,0.988,NCBI
Cornutia pyramidata,Cornutia pyramidata,accepted,NA,32235,0.988,NCBI
Croton flavens,Croton flavens,accepted,NA,501815,0.988,NCBI
Chamaecrista glandulosa,Chamaecrista glandulosa,accepted,NA,501385,0.988,Union 4
Wedelia calycina,Wedelia calycina,accepted,NA,38663,0.988,EOL
Mimosa casta,Mimosa casta,accepted,NA,503834,0.988,NCBI
Gonzalagunia hirsuta,Gonzalagunia hirsuta,accepted,NA,502818,0.988,EOL
Guettarda scabra,Guettarda scabra,accepted,NA,34998,0.988,NCBI
Guettarda scabra,Guettarda scabra,not accepted,homonym (illegitimate),846039,0.988,NCBI
Guettarda scabra,Guettarda scabra,accepted,NA,34998,0.988,NCBI
Calliandra tergemina,Calliandra tergemina,NA,NA,NA,0.988,NCBI
Daphnopsis americana,Daphnopsis americana,accepted,NA,27163,0.988,Catalogue of Life
Tetrazygia angustifolia,Tetrazygia angustifolia,accepted,NA,27748,0.988,NCBI
Wedelia trilobata,Wedelia trilobata,not accepted,synonym,38666,0.988,EOL
Wedelia trilobata,Sphagneticola trilobata,accepted,NA,565537,0.988,NCBI
Byrsonima spicata,Byrsonima spicata,accepted,NA,29265,0.988,NCBI
Miconia striata,Miconia striata,NA,NA,NA,0.988,NCBI
Ludwigia octovalvis,Ludwigia octovalvis,accepted,NA,503565,0.988,NCBI
Odontonema nitidum,Odontonema nitidum,accepted,NA,34424,0.988,EOL
Palicourea crocea,Palicourea crocea,accepted,NA,35212,0.988,NCBI
Centrosema virginianum,Centrosema virginianum,accepted,NA,25778,0.988,NCBI
Desmodium adscendens,Desmodium adscendens,accepted,NA,502009,0.988,NCBI
Oxalis barrelieri,Oxalis barrelieri,accepted,NA,29099,0.988,NCBI
Oxalis frutescens,Oxalis frutescens,accepted,NA,29080,0.988,Catalogue of Life
Stigmaphyllon diversifolium,Stigmaphyllon diversifolium,accepted,NA,505379,0.988,NCBI
Pectis tenuifolia,Pectis tenuifolia,NA,NA,NA,0.988,NCBI
Chiococa alba,Chiococa alba,NA,NA,NA,NA,NA
Chiococa alba,Chiococca alba,accepted,NA,34958,0.75,Catalogue of Life
Cordia revoluta,Cordia revoluta,NA,NA,NA,0.988,NCBI
Jasminoserius thouarsii,Jasminoserius thouarsii,NA,NA,NA,NA,NA
Jasminoserius thouarsii,Jasminocereus thouarsii,accepted,NA,907304,0.75,Catalogue of Life
Lippia rosmarinifolia,Lippia rosmarinifolia,NA,NA,NA,0.988,Union 4
Castanopsis sieboldii,Castanopsis sieboldii,NA,NA,NA,0.988,NCBI
Mallotus japonicus,Mallotus japonicus,accepted,NA,1027324,0.988,NCBI
Meliosma rigida,Meliosma rigida,NA,NA,NA,0.988,NCBI
Glochidion acuminatum,Glochidion acuminatum,NA,NA,NA,0.988,EOL
Schima wallichii,Schima wallichii,NA,NA,NA,0.988,Catalogue of Life
Elaeocarpus japonicus,Elaeocarpus japonicus,NA,NA,NA,0.988,NCBI
Lagerstroemia subcostata,Lagerstroemia subcostata,NA,NA,NA,0.988,NCBI
Peucedanum joponicum,Peucedanum joponicum,NA,NA,NA,NA,NA
Peucedanum joponicum,Peucedanum japonicum,NA,NA,NA,0.75,Catalogue of Life
Ardisia sieboldii,Ardisia sieboldii,NA,NA,NA,0.988,NCBI
Symplocos microcalyx,Symplocos microcalyx,NA,NA,NA,0.988,uBio NameBank
Heritiera littoralis,Heritiera littoralis,accepted,NA,507332,0.988,Catalogue of Life
Wendtandia formosana,Wendtandia formosana,NA,NA,NA,NA,NA
Wendtandia formosana,Wendlandia formosana,NA,NA,NA,0.75,Catalogue of Life
PittosPorum tobira,PittosPorum tobira,NA,NA,NA,NA,NA
PittosPorum tobira,Pittosporum tobira,accepted,NA,24067,0.988,NCBI
Ampetopsis brevipedunculata,Ampetopsis brevipedunculata,NA,NA,NA,NA,NA
Ampetopsis brevipedunculata,Ampelopsis brevipedunculata,accepted,NA,28632,0.75,Catalogue of Life
Crepidiastrum lanceolatum,Crepidiastrum lanceolatum,NA,NA,NA,0.988,NCBI
